submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
03/31/2020,KY,591,,,111,,18,,,7,,03/30/2020 04:22:39 PM,Agree,Agree
04/01/2020,KY,680,,,89,,20,,,2,,03/31/2020 04:22:39 PM,Agree,Agree
04/02/2020,KY,770,,,90,,31,,,11,,04/01/2020 04:22:39 PM,Agree,Agree
04/03/2020,KY,831,,,61,,37,,,6,,04/03/2020 04:22:39 PM,Agree,Agree
04/04/2020,KY,917,,,86,,40,,,3,,04/03/2020 04:22:39 PM,Agree,Agree
04/05/2020,KY,955,,,38,,45,,,5,,04/04/2020 04:22:39 PM,Agree,Agree
04/06/2020,KY,"1,008",,,53,,59,,,14,,04/05/2020 04:22:39 PM,Agree,Agree
04/07/2020,KY,"1,149",,,141,,65,,,6,,04/07/2020 04:22:39 PM,Agree,Agree
04/08/2020,KY,"1,346",,,197,,73,,,8,,04/07/2020 04:22:39 PM,Agree,Agree
04/09/2020,KY,"1,452",,,106,,79,,,6,,04/08/2020 04:22:39 PM,Agree,Agree
04/10/2020,KY,"1,693",,,241,,90,,,11,,04/09/2020 04:22:39 PM,Agree,Agree
04/11/2020,KY,"1,840",,,147,,94,,,4,,04/10/2020 04:22:39 PM,Agree,Agree
04/12/2020,KY,"1,963",,,123,,97,,,3,,04/11/2020 04:22:39 PM,Agree,Agree
04/13/2020,KY,"2,048",,,85,,104,,,7,,04/12/2020 04:22:39 PM,Agree,Agree
04/14/2020,KY,"2,210",,,162,,115,,,11,,04/13/2020 04:22:39 PM,Agree,Agree
04/15/2020,KY,"2,291",,,81,,122,,,7,,04/15/2020 04:22:39 PM,Agree,Agree
04/16/2020,KY,"2,429",,,138,,129,,,7,,04/16/2020 04:22:39 PM,Agree,Agree
04/17/2020,KY,"2,522",,,93,,137,,,8,,04/17/2020 04:22:39 PM,Agree,Agree
04/18/2020,KY,"2,707",,,185,,144,,,7,,04/18/2020 04:22:39 PM,Agree,Agree
04/19/2020,KY,"2,960","2,960",0,253,0,148,148,0,4,0,04/19/2020 04:22:39 PM,Agree,Agree
04/20/2020,KY,"3,050",,,90,,154,,,6,,04/20/2020 04:22:39 PM,Agree,Agree
04/21/2020,KY,"3,192","3,192",0,142,0,171,171,0,17,0,04/21/2020 04:22:39 PM,Agree,Agree
04/22/2020,KY,"3,373","3,373",0,181,0,185,185,0,14,0,04/22/2020 04:22:39 PM,Agree,Agree
04/23/2020,KY,"3,481","3,481",0,108,0,191,191,0,6,0,05/25/2020 03:38:40 PM,Agree,Agree
04/24/2020,KY,"3,779","3,779",0,298,0,200,200,0,9,0,05/25/2020 03:38:40 PM,Agree,Agree
04/25/2020,KY,"3,905","3,905",0,126,0,205,205,0,5,0,05/25/2020 03:38:40 PM,Agree,Agree
04/26/2020,KY,"4,074","4,074",0,169,0,208,208,0,3,0,05/25/2020 03:38:40 PM,Agree,Agree
04/27/2020,KY,"4,146","4,146",0,72,0,213,213,0,5,0,05/25/2020 03:38:40 PM,Agree,Agree
04/28/2020,KY,"4,375","4,375",0,229,0,225,225,0,12,0,04/29/2020 06:12:08 PM,Agree,Agree
04/29/2020,KY,"4,539","4,539",0,164,0,235,235,0,10,0,04/30/2020 04:07:01 PM,Agree,Agree
04/30/2020,KY,"4,708","4,708",0,169,0,240,240,0,5,0,05/01/2020 09:00:19 PM,Agree,Agree
05/01/2020,KY,"4,879","4,879",0,171,0,248,248,0,8,0,05/02/2020 03:47:19 PM,Agree,Agree
05/02/2020,KY,"4,879","4,879",0,0,0,248,248,0,0,0,05/03/2020 03:36:03 PM,Agree,Agree
05/03/2020,KY,"5,130","5,130",0,251,0,253,253,0,5,0,05/04/2020 10:49:24 PM,Agree,Agree
05/04/2020,KY,"5,245","5,245",0,115,0,261,261,0,8,0,05/05/2020 05:25:08 PM,Agree,Agree
05/05/2020,KY,"5,822","5,822",0,577,0,275,275,0,14,0,05/06/2020 04:23:08 PM,Agree,Agree
05/06/2020,KY,"5,934","5,934",0,112,0,283,283,0,8,0,05/07/2020 10:59:02 PM,Agree,Agree
05/07/2020,KY,"6,129","6,129",0,195,0,294,294,0,11,0,05/08/2020 09:26:08 PM,Agree,Agree
05/08/2020,KY,"6,288","6,288",0,159,0,298,298,0,4,0,05/09/2020 09:26:08 PM,Agree,Agree
05/09/2020,KY,"6,440","6,440",0,152,0,304,304,0,6,0,05/10/2020 09:26:08 PM,Agree,Agree
05/10/2020,KY,"6,440","6,440",0,0,0,304,304,0,0,0,05/11/2020 09:26:08 PM,Agree,Agree
05/11/2020,KY,"6,677","6,677",0,237,0,311,311,0,7,0,05/12/2020 05:26:08 PM,Agree,Agree
05/12/2020,KY,"6,853","6,853",0,176,0,321,321,0,10,0,05/13/2020 03:26:08 PM,Agree,Agree
05/13/2020,KY,"7,080","7,080",0,227,0,326,326,0,5,0,05/14/2020 05:25:44 PM,Agree,Agree
05/14/2020,KY,"7,225","7,225",0,145,0,328,328,0,2,0,05/15/2020 04:11:22 PM,Agree,Agree
05/15/2020,KY,"7,444","7,444",0,219,0,332,332,0,4,0,05/16/2020 03:46:44 PM,Agree,Agree
05/16/2020,KY,"7,688","7,688",0,244,0,334,334,0,2,0,05/17/2020 03:27:46 PM,Agree,Agree
05/17/2020,KY,"7,688","7,688",0,0,0,334,334,0,0,0,05/18/2020 04:01:54 PM,Agree,Agree
05/18/2020,KY,"7,935","7,935",0,247,0,346,346,0,12,0,05/19/2020 03:45:23 PM,Agree,Agree
05/19/2020,KY,"8,069","8,069",0,134,0,366,366,0,20,0,05/20/2020 03:28:26 PM,Agree,Agree
05/20/2020,KY,"8,167","8,167",0,98,0,376,375,1,10,1,05/21/2020 03:41:38 PM,Agree,Agree
05/21/2020,KY,"8,286","8,175",111,119,111,386,385,1,10,0,05/22/2020 03:31:45 PM,Agree,Agree
05/22/2020,KY,"8,426","8,305",121,140,10,391,390,1,5,0,05/23/2020 05:58:16 PM,Agree,Agree
05/23/2020,KY,"8,571","8,451",120,145,-1,391,390,1,0,0,05/24/2020 02:15:55 PM,Agree,Agree
05/24/2020,KY,"8,571","8,451",120,0,0,391,390,1,0,0,05/25/2020 02:12:49 PM,Agree,Agree
05/25/2020,KY,"8,571","8,451",120,0,0,391,390,1,0,0,05/26/2020 02:23:02 PM,Agree,Agree
05/26/2020,KY,"8,951","8,800",151,380,31,394,393,1,3,0,05/27/2020 03:37:59 PM,Agree,Agree
05/27/2020,KY,"9,077","8,924",153,126,2,400,399,1,6,0,05/28/2020 03:12:25 PM,Agree,Agree
05/28/2020,KY,"9,184","9,028",156,107,3,409,408,1,9,0,05/29/2020 02:19:55 PM,Agree,Agree
05/29/2020,KY,"9,464","9,303",161,280,5,418,417,1,9,0,05/30/2020 03:47:59 PM,Agree,Agree
05/30/2020,KY,"9,704","9,537",167,240,6,431,430,1,13,0,05/31/2020 02:43:17 PM,Agree,Agree
05/31/2020,KY,"9,704","9,537",167,0,0,431,430,1,0,0,06/01/2020 02:17:42 PM,Agree,Agree
06/01/2020,KY,"10,046","9,853",193,342,26,439,438,1,8,0,06/02/2020 02:16:17 PM,Agree,Agree
06/02/2020,KY,"10,185","9,970",215,139,22,442,441,1,3,0,06/03/2020 02:11:36 PM,Agree,Agree
06/03/2020,KY,"10,410","10,192",218,225,3,450,449,1,8,0,06/04/2020 03:03:31 PM,Agree,Agree
06/04/2020,KY,"10,705","10,479",226,295,8,458,456,2,8,1,06/05/2020 03:17:07 PM,Agree,Agree
06/05/2020,KY,"10,977","10,734",243,272,17,466,465,1,8,-1,06/06/2020 02:31:37 PM,Agree,Agree
06/06/2020,KY,"11,287","11,031",256,310,13,470,468,2,4,1,06/07/2020 02:23:35 PM,Agree,Agree
06/07/2020,KY,"11,287","11,031",256,0,0,470,468,2,0,0,06/08/2020 02:55:08 PM,Agree,Agree
06/08/2020,KY,"11,476","11,212",264,189,8,472,470,2,2,0,06/09/2020 04:49:08 PM,Agree,Agree
06/09/2020,KY,"11,708","11,419",289,232,25,477,475,2,5,0,06/10/2020 08:56:25 PM,Agree,Agree
06/10/2020,KY,"11,883","11,576",307,175,18,484,482,2,7,0,06/11/2020 02:48:51 PM,Agree,Agree
06/11/2020,KY,"11,945","11,637",308,62,1,493,491,2,9,0,06/12/2020 02:17:59 PM,Agree,Agree
06/12/2020,KY,"12,166","11,850",316,221,8,497,495,2,4,0,06/13/2020 05:46:26 PM,Agree,Agree
06/13/2020,KY,"12,445","12,125",320,279,4,499,497,2,2,0,06/14/2020 02:19:43 PM,Agree,Agree
06/14/2020,KY,"12,445","12,125",320,0,0,499,497,2,0,0,06/15/2020 02:33:03 PM,Agree,Agree
06/15/2020,KY,"12,647","12,326",321,202,1,505,503,2,6,0,06/16/2020 02:10:11 PM,Agree,Agree
06/16/2020,KY,"12,829","12,490",339,182,18,512,510,2,7,0,06/17/2020 03:06:04 PM,Agree,Agree
06/17/2020,KY,"12,995","12,646",349,166,10,518,516,2,6,0,06/18/2020 05:16:14 PM,Agree,Agree
06/18/2020,KY,"13,197","12,846",351,202,2,520,518,2,2,0,06/19/2020 03:01:11 PM,Agree,Agree
06/19/2020,KY,"13,454","13,097",357,257,6,522,519,3,2,1,06/20/2020 02:15:45 PM,Agree,Agree
06/20/2020,KY,"13,630","13,253",377,176,20,524,521,3,2,0,06/21/2020 02:32:57 PM,Agree,Agree
06/21/2020,KY,"13,750","13,369",381,120,4,526,523,3,2,0,06/22/2020 03:24:02 PM,Agree,Agree
06/22/2020,KY,"13,839","13,449",390,89,9,526,522,4,0,1,06/23/2020 02:28:19 PM,Agree,Agree
06/23/2020,KY,"14,141","13,736",405,302,15,537,533,4,11,0,06/24/2020 03:03:27 PM,Agree,Agree
06/24/2020,KY,"14,363","13,937",426,222,21,538,534,4,1,0,06/25/2020 02:07:27 PM,Agree,Agree
06/25/2020,KY,"14,617","14,182",435,254,9,546,542,4,8,0,06/26/2020 07:18:27 PM,Agree,Agree
06/26/2020,KY,"14,859","14,401",458,242,23,553,550,3,7,-1,06/27/2020 05:51:58 PM,Agree,Agree
06/27/2020,KY,"15,167","14,669",498,308,40,554,551,3,1,0,06/28/2020 02:59:02 PM,Agree,Agree
06/28/2020,KY,"15,232","14,732",500,65,2,558,555,3,4,0,06/29/2020 02:37:31 PM,Agree,Agree
06/29/2020,KY,"15,347","14,835",512,115,12,560,557,3,2,0,06/30/2020 03:27:33 PM,Agree,Agree
06/30/2020,KY,"15,624","15,090",534,277,22,565,561,4,5,1,07/01/2020 03:45:16 PM,Agree,Agree
07/01/2020,KY,"15,842","15,286",556,218,22,572,568,4,7,0,07/02/2020 03:10:03 PM,Agree,Agree
07/02/2020,KY,"16,079","15,508",571,237,15,581,577,4,9,0,07/03/2020 03:01:33 PM,Agree,Agree
07/03/2020,KY,"16,376","15,781",595,297,24,585,581,4,4,0,07/04/2020 03:30:31 PM,Agree,Agree
07/04/2020,KY,"16,376","15,781",595,0,0,585,581,4,0,0,07/05/2020 03:00:14 PM,Agree,Agree
07/05/2020,KY,"16,376","15,781",595,0,0,585,581,4,0,0,07/06/2020 03:16:12 PM,Agree,Agree
07/06/2020,KY,"17,152","16,525",627,776,32,593,589,4,8,0,07/07/2020 02:58:02 PM,Agree,Agree
07/07/2020,KY,"17,519","16,864",655,367,28,602,598,4,9,0,07/08/2020 02:12:08 PM,Agree,Agree
07/08/2020,KY,"17,919","17,202",717,400,62,608,604,4,6,0,07/09/2020 03:14:15 PM,Agree,Agree
07/09/2020,KY,"18,245","17,491",754,326,37,612,608,4,4,0,07/10/2020 03:35:06 PM,Agree,Agree
07/10/2020,KY,"18,670","17,890",780,425,26,620,616,4,8,0,07/11/2020 06:25:05 PM,Agree,Agree
07/11/2020,KY,"19,121","18,307",814,451,34,622,618,4,2,0,07/12/2020 03:13:57 PM,Agree,Agree
07/12/2020,KY,"19,389","18,562",827,268,13,625,621,4,3,0,07/13/2020 03:19:34 PM,Agree,Agree
07/13/2020,KY,"19,653","18,824",829,264,2,629,625,4,4,0,07/14/2020 03:13:07 PM,Agree,Agree
07/14/2020,KY,"20,223","19,349",874,570,45,635,631,4,6,0,07/15/2020 03:05:12 PM,Agree,Agree
07/15/2020,KY,"20,677","19,737",940,454,66,645,641,4,10,0,07/16/2020 02:22:21 PM,Agree,Agree
07/16/2020,KY,"21,083","20,118",965,406,25,650,646,4,5,0,07/17/2020 02:31:01 PM,Agree,Agree
07/17/2020,KY,"21,605","20,607",998,522,33,658,653,5,8,1,07/18/2020 04:14:26 PM,Agree,Agree
07/18/2020,KY,"22,184","21,128","1,056",579,58,667,662,5,9,0,07/19/2020 03:05:47 PM,Agree,Agree
07/19/2020,KY,"23,161","22,095","1,066",977,10,670,666,4,3,-1,07/20/2020 02:35:44 PM,Agree,Agree
07/20/2020,KY,"23,414","22,328","1,086",253,20,671,667,4,1,0,07/21/2020 02:50:17 PM,Agree,Agree
07/21/2020,KY,"24,060","22,916","1,144",646,58,674,670,4,3,0,07/22/2020 02:51:28 PM,Agree,Agree
07/22/2020,KY,"24,540","23,336","1,204",480,60,677,673,4,3,0,07/23/2020 02:48:19 PM,Agree,Agree
07/23/2020,KY,"25,147","23,882","1,265",607,61,684,680,4,7,0,07/24/2020 02:18:40 PM,Agree,Agree
07/24/2020,KY,"25,931","24,615","1,316",784,51,691,687,4,7,0,07/25/2020 05:40:06 PM,Agree,Agree
07/25/2020,KY,"26,764","25,390","1,374",833,58,696,692,4,5,0,07/26/2020 03:17:16 PM,Agree,Agree
07/26/2020,KY,"27,079","25,699","1,380",315,6,700,696,4,4,0,07/27/2020 02:16:42 PM,Agree,Agree
07/27/2020,KY,"27,601","26,209","1,392",522,12,709,705,4,9,0,07/28/2020 02:21:07 PM,Agree,Agree
07/28/2020,KY,"28,126","26,656","1,470",525,78,719,715,4,10,0,07/29/2020 02:34:46 PM,Agree,Agree
07/29/2020,KY,"28,727","27,173","1,554",601,84,724,720,4,5,0,07/30/2020 02:42:43 PM,Agree,Agree
07/30/2020,KY,"29,386","27,716","1,670",659,116,731,727,4,7,0,07/31/2020 02:35:06 PM,Agree,Agree
07/31/2020,KY,"30,151","28,404","1,747",765,77,735,731,4,4,0,08/01/2020 02:38:12 PM,Agree,Agree
08/01/2020,KY,"30,723","28,922","1,801",572,54,740,736,4,5,0,08/02/2020 02:54:37 PM,Agree,Agree
08/02/2020,KY,"31,185","29,346","1,839",462,38,742,738,4,2,0,08/03/2020 02:31:01 PM,Agree,Agree
08/03/2020,KY,"31,508","29,623","1,885",323,46,744,740,4,2,0,08/04/2020 02:09:35 PM,Agree,Agree
08/04/2020,KY,"32,197","30,238","1,959",689,74,751,747,4,7,0,08/05/2020 02:13:18 PM,Agree,Agree
08/05/2020,KY,"32,741","30,712","2,029",544,70,752,748,4,1,0,08/06/2020 02:12:27 PM,Agree,Agree
08/06/2020,KY,"33,254","31,146","2,108",513,79,760,756,4,8,0,08/07/2020 11:57:59 PM,Agree,Agree
08/07/2020,KY,"33,796","31,635","2,161",542,53,764,760,4,4,0,08/08/2020 02:58:44 PM,Agree,Agree
08/08/2020,KY,"34,758","32,330","2,428",962,267,772,767,5,8,1,08/09/2020 02:03:10 PM,Agree,Agree
08/09/2020,KY,"34,982","32,713","2,269",224,-159,773,768,5,1,0,08/10/2020 02:23:35 PM,Agree,Agree
08/10/2020,KY,"35,254","32,941","2,313",272,44,775,770,5,2,0,08/11/2020 02:16:27 PM,Agree,Agree
08/11/2020,KY,"35,793","33,379","2,414",539,101,783,778,5,8,0,08/12/2020 01:50:14 PM,Agree,Agree
08/12/2020,KY,"36,945","34,415","2,530","1,152",116,790,785,5,7,0,08/13/2020 02:12:28 PM,Agree,Agree
08/13/2020,KY,"37,686","35,036","2,650",741,120,796,791,5,6,0,08/14/2020 02:30:03 PM,Agree,Agree
08/14/2020,KY,"38,298","35,565","2,733",612,83,804,799,5,8,0,08/15/2020 02:02:05 PM,Agree,Agree
08/15/2020,KY,"38,930","36,117","2,813",632,80,810,805,5,6,0,08/16/2020 02:57:14 PM,Agree,Agree
08/16/2020,KY,"39,315","36,475","2,840",385,27,813,808,5,3,0,08/17/2020 02:26:31 PM,Agree,Agree
08/17/2020,KY,"39,691","36,824","2,867",376,27,818,813,5,5,0,08/18/2020 02:26:55 PM,Agree,Agree
08/18/2020,KY,"40,299","37,304","2,995",608,128,830,825,5,12,0,08/19/2020 02:23:51 PM,Agree,Agree
08/19/2020,KY,"40,926","37,848","3,078",627,83,842,836,6,12,1,08/20/2020 03:11:45 PM,Agree,Agree
08/20/2020,KY,"41,626","38,475","3,151",700,73,856,850,6,14,0,08/21/2020 02:27:34 PM,Agree,Agree
08/21/2020,KY,"42,265","39,068","3,197",639,46,864,858,6,8,0,08/22/2020 02:21:09 PM,Agree,Agree
08/22/2020,KY,"43,066","39,755","3,311",801,114,872,866,6,8,0,08/23/2020 02:15:28 PM,Agree,Agree
08/23/2020,KY,"43,529","40,181","3,348",463,37,881,875,6,9,0,08/24/2020 01:54:34 PM,Agree,Agree
08/24/2020,KY,"43,899","40,493","3,406",370,58,885,879,6,4,0,08/25/2020 02:02:54 PM,Agree,Agree
08/25/2020,KY,"44,568","41,054","3,514",669,108,895,889,6,10,0,08/26/2020 01:51:40 PM,Agree,Agree
08/26/2020,KY,"45,230","41,567","3,663",662,149,902,896,6,7,0,08/27/2020 01:42:08 PM,Agree,Agree
08/27/2020,KY,"45,978","42,169","3,809",748,146,910,904,6,8,0,08/28/2020 01:43:49 PM,Agree,Agree
08/28/2020,KY,"46,757","42,811","3,946",779,137,918,910,8,8,2,08/29/2020 01:42:50 PM,Agree,Agree
08/29/2020,KY,"47,577","43,507","4,070",820,124,921,913,8,3,0,08/30/2020 02:49:52 PM,Agree,Agree
08/30/2020,KY,"48,032","43,901","4,131",455,61,930,921,9,9,1,08/31/2020 02:05:56 PM,Agree,Agree
08/31/2020,KY,"48,396","44,212","4,184",364,53,933,924,9,3,0,09/01/2020 02:09:34 PM,Agree,Agree
09/01/2020,KY,"49,185","44,824","4,361",789,177,948,939,9,15,0,09/02/2020 01:49:48 PM,Agree,Agree
09/02/2020,KY,"49,991","45,497","4,494",806,133,966,957,9,18,0,09/03/2020 02:18:16 PM,Agree,Agree
09/03/2020,KY,"50,885","46,166","4,719",894,225,976,967,9,10,0,09/04/2020 01:36:16 PM,Agree,Agree
09/04/2020,KY,"51,677","46,846","4,831",792,112,987,978,9,11,0,09/05/2020 02:09:45 PM,Agree,Agree
09/05/2020,KY,"51,677","46,846","4,831",0,0,987,978,9,0,0,09/06/2020 02:09:04 PM,Agree,Agree
09/06/2020,KY,"52,774","47,741","5,033","1,097",202,996,987,9,9,0,09/07/2020 01:37:36 PM,Agree,Agree
09/07/2020,KY,"53,064","47,956","5,108",290,75,996,987,9,0,0,09/08/2020 02:47:00 PM,Agree,Agree
09/08/2020,KY,"53,319","48,141","5,178",255,70,997,988,9,1,0,09/09/2020 01:47:50 PM,Agree,Agree
09/09/2020,KY,"53,977","48,599","5,378",658,200,"1,013","1,004",9,16,0,09/10/2020 02:02:53 PM,Agree,Agree
09/10/2020,KY,"54,772","49,198","5,574",795,196,"1,035","1,026",9,22,0,09/11/2020 01:51:03 PM,Agree,Agree
09/11/2020,KY,"55,704","49,979","5,725",932,151,"1,044","1,035",9,9,0,09/12/2020 02:12:43 PM,Agree,Agree
09/12/2020,KY,"56,415","50,535","5,880",711,155,"1,057","1,048",9,13,0,09/13/2020 04:17:15 PM,Agree,Agree
09/13/2020,KY,"56,945","51,018","5,927",530,47,"1,060","1,051",9,3,0,09/14/2020 02:01:21 PM,Agree,Agree
09/14/2020,KY,"57,282","51,317","5,965",337,38,"1,065","1,056",9,5,0,09/15/2020 02:03:59 PM,Agree,Agree
09/15/2020,KY,"58,000","51,862","6,138",718,173,"1,074","1,065",9,9,0,09/16/2020 01:53:41 PM,Agree,Agree
09/16/2020,KY,"58,764","52,437","6,327",764,189,"1,082","1,073",9,8,0,09/17/2020 01:45:45 PM,Agree,Agree
09/17/2020,KY,"59,370","52,887","6,483",606,156,"1,093","1,084",9,11,0,09/18/2020 01:48:37 PM,Agree,Agree
09/18/2020,KY,"60,128","53,509","6,619",758,136,"1,101","1,092",9,8,0,09/19/2020 02:00:26 PM,Agree,Agree
09/19/2020,KY,"61,106","54,325","6,781",978,162,"1,108","1,099",9,7,0,09/20/2020 01:53:10 PM,Agree,Agree
09/20/2020,KY,"61,542","54,695","6,847",436,66,"1,111","1,102",9,3,0,09/21/2020 01:47:41 PM,Agree,Agree
09/21/2020,KY,"61,917","54,996","6,921",375,74,"1,112","1,103",9,1,0,09/22/2020 01:51:57 PM,Agree,Agree
09/22/2020,KY,"62,731","55,577","7,154",814,233,"1,119","1,110",9,7,0,09/23/2020 01:51:22 PM,Agree,Agree
09/23/2020,KY,"63,517","56,154","7,363",786,209,"1,124","1,115",9,5,0,09/24/2020 01:54:02 PM,Agree,Agree
09/24/2020,KY,"64,158","56,608","7,550",641,187,"1,137","1,128",9,13,0,09/25/2020 01:54:10 PM,Agree,Agree
09/25/2020,KY,"65,066","57,366","7,700",908,150,"1,149","1,140",9,12,0,09/26/2020 01:46:07 PM,Agree,Agree
09/26/2020,KY,"66,036","58,128","7,908",970,208,"1,154","1,144",10,5,1,09/27/2020 01:39:49 PM,Agree,Agree
09/27/2020,KY,"66,491","58,501","7,990",455,82,"1,157","1,147",10,3,0,09/28/2020 01:50:59 PM,Agree,Agree
09/28/2020,KY,"66,939","58,888","8,051",448,61,"1,162","1,151",11,5,1,09/29/2020 01:50:42 PM,Agree,Agree
09/29/2020,KY,"67,856","59,544","8,312",917,261,"1,170","1,159",11,8,0,09/30/2020 02:17:41 PM,Agree,Agree
09/30/2020,KY,"68,840","60,218","8,622",984,310,"1,174","1,163",11,4,0,10/01/2020 01:42:11 PM,Agree,Agree
10/01/2020,KY,"69,728","60,875","8,853",888,231,"1,191","1,180",11,17,0,10/02/2020 01:40:08 PM,Agree,Agree
10/02/2020,KY,"70,727","61,647","9,080",999,227,"1,197","1,185",12,6,1,10/03/2020 01:39:53 PM,Agree,Agree
10/03/2020,KY,"72,001","62,669","9,332","1,274",252,"1,205","1,193",12,8,0,10/04/2020 01:35:23 PM,Agree,Agree
10/04/2020,KY,"72,617","63,189","9,428",616,96,"1,209","1,197",12,4,0,10/05/2020 01:49:47 PM,Agree,Agree
10/05/2020,KY,"73,158","63,658","9,500",541,72,"1,214","1,202",12,5,0,10/06/2020 01:33:58 PM,Agree,Agree
10/06/2020,KY,"74,194","64,350","9,844","1,036",344,"1,218","1,206",12,4,0,10/07/2020 01:45:01 PM,Agree,Agree
10/07/2020,KY,"76,587","66,148","10,439","2,393",595,"1,223","1,211",12,5,0,10/08/2020 01:56:57 PM,Agree,Agree
10/08/2020,KY,"77,455","66,830","10,625",868,186,"1,234","1,222",12,11,0,10/09/2020 01:43:36 PM,Agree,Agree
10/09/2020,KY,"78,456","67,635","10,821","1,001",196,"1,242","1,229",13,8,1,10/10/2020 01:30:17 PM,Agree,Agree
10/10/2020,KY,"79,445","68,442","11,003",989,182,"1,249","1,236",13,7,0,10/11/2020 01:47:22 PM,Agree,Agree
10/11/2020,KY,"80,292","69,138","11,154",847,151,"1,252","1,239",13,3,0,10/12/2020 02:07:08 PM,Agree,Agree
10/12/2020,KY,"80,930","69,611","11,319",638,165,"1,255","1,242",13,3,0,10/13/2020 01:29:38 PM,Agree,Agree
10/13/2020,KY,"81,691","70,080","11,611",761,292,"1,269","1,256",13,14,0,10/14/2020 01:28:39 PM,Agree,Agree
10/14/2020,KY,"83,013","71,059","11,954","1,322",343,"1,276","1,262",14,7,1,10/15/2020 01:30:46 PM,Agree,Agree
10/15/2020,KY,"84,195","71,896","12,299","1,182",345,"1,296","1,282",14,20,0,10/16/2020 01:33:55 PM,Agree,Agree
10/16/2020,KY,"85,506","72,924","12,582","1,311",283,"1,300","1,286",14,4,0,10/17/2020 02:09:18 PM,Agree,Agree
10/17/2020,KY,"86,797","73,915","12,882","1,291",300,"1,312","1,298",14,12,0,10/18/2020 01:26:54 PM,Agree,Agree
10/18/2020,KY,"87,607","74,600","13,007",810,125,"1,317","1,303",14,5,0,10/19/2020 02:06:44 PM,Agree,Agree
10/19/2020,KY,"88,247","75,143","13,104",640,97,"1,326","1,310",16,9,2,10/20/2020 02:59:27 PM,Agree,Agree
10/20/2020,KY,"89,544","76,113","13,431","1,297",327,"1,342","1,326",16,16,0,10/21/2020 01:34:31 PM,Agree,Agree
10/21/2020,KY,"90,996","77,233","13,763","1,452",332,"1,363","1,346",17,21,1,10/22/2020 01:34:46 PM,Agree,Agree
10/22/2020,KY,"92,299","78,250","14,049","1,303",286,"1,380","1,363",17,17,0,10/23/2020 01:44:31 PM,Agree,Agree
10/23/2020,KY,"93,748","79,275","14,473","1,449",424,"1,396","1,378",18,16,1,10/24/2020 01:26:44 PM,Agree,Agree
10/24/2020,KY,"95,480","80,735","14,745","1,732",272,"1,404","1,385",19,8,1,10/25/2020 01:45:35 PM,Agree,Agree
10/25/2020,KY,"96,942","82,087","14,855","1,462",110,"1,407","1,388",19,3,0,10/26/2020 01:41:41 PM,Agree,Agree
10/26/2020,KY,"97,866","82,892","14,974",924,119,"1,410","1,391",19,3,0,10/27/2020 01:47:53 PM,Agree,Agree
10/27/2020,KY,"99,637","84,177","15,460","1,771",486,"1,428","1,408",20,18,1,10/28/2020 01:52:28 PM,Agree,Agree
10/28/2020,KY,"101,494","85,577","15,917","1,857",457,"1,442","1,421",21,14,1,10/29/2020 02:11:33 PM,Agree,Agree
10/29/2020,KY,"103,305","86,953","16,352","1,811",435,"1,461","1,440",21,19,0,10/30/2020 01:37:23 PM,Agree,Agree
10/30/2020,KY,"105,242","88,512","16,730","1,937",378,"1,476","1,455",21,15,0,10/31/2020 01:30:31 PM,Agree,Agree
10/31/2020,KY,"107,219","90,062","17,157","1,977",427,"1,485","1,463",22,9,1,11/01/2020 03:03:08 PM,Agree,Agree
11/01/2020,KY,"108,642","91,343","17,299","1,423",142,"1,489","1,467",22,4,0,11/02/2020 02:53:09 PM,Agree,Agree
11/02/2020,KY,"109,670","92,228","17,442","1,028",143,"1,492","1,470",22,3,0,11/03/2020 02:57:05 PM,Agree,Agree
11/03/2020,KY,"111,379","93,407","17,972","1,709",530,"1,503","1,480",23,11,1,11/04/2020 03:03:00 PM,Agree,Agree
11/04/2020,KY,"113,009","94,691","18,318","1,630",346,"1,514","1,491",23,11,0,11/05/2020 02:39:23 PM,Agree,Agree
11/05/2020,KY,"115,277","96,424","18,853","2,268",535,"1,534","1,511",23,20,0,11/06/2020 03:33:41 PM,Agree,Agree
11/06/2020,KY,"117,505","98,138","19,367","2,228",514,"1,544","1,520",24,10,1,11/07/2020 02:45:17 PM,Agree,Agree
11/07/2020,KY,"119,661","99,815","19,846","2,156",479,"1,561","1,534",27,17,3,11/08/2020 02:40:34 PM,Agree,Agree
11/08/2020,KY,"120,838","100,791","20,047","1,177",201,"1,565","1,538",27,4,0,11/09/2020 02:38:54 PM,Agree,Agree
11/09/2020,KY,"122,567","102,373","20,194","1,729",147,"1,576","1,549",27,11,0,11/10/2020 02:45:45 PM,Agree,Agree
01/22/2020,WY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/23/2020,WY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/24/2020,WY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/25/2020,WY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/26/2020,WY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
